review,rating,date,bank,source,sentiment,confidence
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-04-30,CBE,Google Play,NEGATIVE,0.9961382746696472
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-15,CBE,Google Play,NEGATIVE,0.9997976422309875
Easy to send money to other banks. Good work on the features.,4,2026-04-08,CBE,Google Play,POSITIVE,0.9997137188911438
Service is acceptable but transaction fees are getting too high.,3,2026-03-26,CBE,Google Play,NEGATIVE,0.9991235136985779
Reliable app for daily banking transactions. Recommended.,4,2026-01-11,CBE,Google Play,POSITIVE,0.9996591806411743
Service is acceptable but transaction fees are getting too high.,3,2026-02-25,CBE,Google Play,NEGATIVE,0.9991235136985779
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-01-17,CBE,Google Play,POSITIVE,0.9994304776191711
Transfer is fine but airtime topup is completely broken right now.,3,2026-04-03,CBE,Google Play,NEGATIVE,0.9915052056312561
It is okay but Telebirr is much faster than this app interface.,3,2026-02-15,CBE,Google Play,POSITIVE,0.9967328310012817
App keeps crashing after the latest update. Very frustrating.,1,2026-01-03,CBE,Google Play,NEGATIVE,0.9988941550254822
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-15,CBE,Google Play,NEGATIVE,0.9997976422309875
It is okay but Telebirr is much faster than this app interface.,3,2026-02-03,CBE,Google Play,POSITIVE,0.9967328310012817
Super fast transaction processing. Saved me a lot of time.,5,2026-05-10,CBE,Google Play,POSITIVE,0.9696264863014221
"Good app, transfer speed is much faster now after the recent update.",4,2026-02-28,CBE,Google Play,POSITIVE,0.9989547729492188
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-15,CBE,Google Play,POSITIVE,0.9997780919075012
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-04-07,CBE,Google Play,NEGATIVE,0.9997976422309875
Super fast transaction processing. Saved me a lot of time.,5,2026-03-07,CBE,Google Play,POSITIVE,0.9696264863014221
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-01-10,CBE,Google Play,NEGATIVE,0.9984906911849976
Love the new UI updates. Everything is seamless and responsive.,5,2026-03-12,CBE,Google Play,POSITIVE,0.9998515844345093
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-04-17,CBE,Google Play,POSITIVE,0.9998102784156799
Very slow authentication process. Fix the login screen loop.,1,2026-04-13,CBE,Google Play,NEGATIVE,0.9994550347328186
App keeps crashing after the latest update. Very frustrating.,1,2026-04-22,CBE,Google Play,NEGATIVE,0.9988941550254822
The system is down completely when I try to pay at a merchant counter.,1,2026-03-04,CBE,Google Play,NEGATIVE,0.9997826218605042
Easy to send money to other banks. Good work on the features.,4,2026-01-21,CBE,Google Play,POSITIVE,0.9997137188911438
Service is acceptable but transaction fees are getting too high.,3,2026-05-10,CBE,Google Play,NEGATIVE,0.9991235136985779
App keeps crashing after the latest update. Very frustrating.,1,2026-02-02,CBE,Google Play,NEGATIVE,0.9988941550254822
Service is acceptable but transaction fees are getting too high.,3,2026-04-16,CBE,Google Play,NEGATIVE,0.9991235136985779
The mobile app transfers fail often. Customer service doesn't help.,2,2026-03-15,CBE,Google Play,NEGATIVE,0.9989086389541626
Fantastic banking experience. Transactions are instant and reliable.,5,2026-01-29,CBE,Google Play,POSITIVE,0.9998776912689209
App keeps crashing after the latest update. Very frustrating.,1,2026-05-01,CBE,Google Play,NEGATIVE,0.9988941550254822
The user interface is confusing. It takes too many steps to send money.,2,2026-01-21,CBE,Google Play,NEGATIVE,0.999772846698761
It is okay but Telebirr is much faster than this app interface.,3,2026-02-15,CBE,Google Play,POSITIVE,0.9967328310012817
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-01-14,CBE,Google Play,NEGATIVE,0.9984906911849976
The system is down completely when I try to pay at a merchant counter.,1,2026-03-07,CBE,Google Play,NEGATIVE,0.9997826218605042
The user interface is confusing. It takes too many steps to send money.,2,2026-02-27,CBE,Google Play,NEGATIVE,0.999772846698761
It is okay but Telebirr is much faster than this app interface.,3,2026-05-06,CBE,Google Play,POSITIVE,0.9967328310012817
Fantastic banking experience. Transactions are instant and reliable.,5,2026-01-09,CBE,Google Play,POSITIVE,0.9998776912689209
Highly secure and extremely user friendly interface. Perfect job.,5,2026-03-03,CBE,Google Play,POSITIVE,0.9997780919075012
App keeps crashing after the latest update. Very frustrating.,1,2026-02-01,CBE,Google Play,NEGATIVE,0.9988941550254822
Very slow authentication process. Fix the login screen loop.,1,2026-02-15,CBE,Google Play,NEGATIVE,0.9994550347328186
"It works sometimes, but mostly gives a connection timeout error.",2,2026-05-11,CBE,Google Play,NEGATIVE,0.9973056316375732
App features are okay but the notifications lag behind considerably.,2,2026-02-07,CBE,Google Play,NEGATIVE,0.9940475225448608
Love the new UI updates. Everything is seamless and responsive.,5,2026-03-06,CBE,Google Play,POSITIVE,0.9998515844345093
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-02,CBE,Google Play,NEGATIVE,0.9997976422309875
The user interface is confusing. It takes too many steps to send money.,2,2026-02-04,CBE,Google Play,NEGATIVE,0.999772846698761
Service is acceptable but transaction fees are getting too high.,3,2026-01-23,CBE,Google Play,NEGATIVE,0.9991235136985779
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-02-15,CBE,Google Play,NEGATIVE,0.9984906911849976
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-03-21,CBE,Google Play,POSITIVE,0.9994304776191711
"Good app, transfer speed is much faster now after the recent update.",4,2026-04-08,CBE,Google Play,POSITIVE,0.9989547729492188
The mobile app transfers fail often. Customer service doesn't help.,2,2026-04-09,CBE,Google Play,NEGATIVE,0.9989086389541626
Highly secure and extremely user friendly interface. Perfect job.,5,2026-05-02,CBE,Google Play,POSITIVE,0.9997780919075012
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-02-28,CBE,Google Play,NEGATIVE,0.9997976422309875
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-04-10,CBE,Google Play,POSITIVE,0.9998102784156799
Average app. It serves the basic purpose of checking balances.,3,2026-03-07,CBE,Google Play,NEGATIVE,0.9823229908943176
Very convenient for paying utility bills from home. Satisfied.,4,2026-04-18,CBE,Google Play,POSITIVE,0.9979442954063416
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-03-21,CBE,Google Play,NEGATIVE,0.9984906911849976
Very slow authentication process. Fix the login screen loop.,1,2026-02-19,CBE,Google Play,NEGATIVE,0.9994550347328186
Super fast transaction processing. Saved me a lot of time.,5,2026-01-07,CBE,Google Play,POSITIVE,0.9696264863014221
Very convenient for paying utility bills from home. Satisfied.,4,2026-04-15,CBE,Google Play,POSITIVE,0.9979442954063416
Very convenient for paying utility bills from home. Satisfied.,4,2026-01-11,CBE,Google Play,POSITIVE,0.9979442954063416
Excellent mobile application! Best fintech app in Ethiopia right now.,5,2026-04-15,CBE,Google Play,POSITIVE,0.9998102784156799
The system is down completely when I try to pay at a merchant counter.,1,2026-01-31,CBE,Google Play,NEGATIVE,0.9997826218605042
Very slow authentication process. Fix the login screen loop.,1,2026-03-11,CBE,Google Play,NEGATIVE,0.9994550347328186
Reliable app for daily banking transactions. Recommended.,4,2026-01-11,CBE,Google Play,POSITIVE,0.9996591806411743
The system is down completely when I try to pay at a merchant counter.,1,2026-02-10,CBE,Google Play,NEGATIVE,0.9997826218605042
Transfer is fine but airtime topup is completely broken right now.,3,2026-01-27,CBE,Google Play,NEGATIVE,0.9915052056312561
Very convenient for paying utility bills from home. Satisfied.,4,2026-04-18,CBE,Google Play,POSITIVE,0.9979442954063416
Reliable app for daily banking transactions. Recommended.,4,2026-03-08,CBE,Google Play,POSITIVE,0.9996591806411743
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-04-13,CBE,Google Play,NEGATIVE,0.9984906911849976
It is okay but Telebirr is much faster than this app interface.,3,2026-05-09,CBE,Google Play,POSITIVE,0.9967328310012817
Fantastic banking experience. Transactions are instant and reliable.,5,2026-02-18,CBE,Google Play,POSITIVE,0.9998776912689209
"Good app, transfer speed is much faster now after the recent update.",4,2026-02-02,CBE,Google Play,POSITIVE,0.9989547729492188
"Good app, transfer speed is much faster now after the recent update.",4,2026-01-06,CBE,Google Play,POSITIVE,0.9989547729492188
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-01-11,CBE,Google Play,NEGATIVE,0.9997976422309875
Love the new UI updates. Everything is seamless and responsive.,5,2026-04-19,CBE,Google Play,POSITIVE,0.9998515844345093
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-03-12,CBE,Google Play,NEGATIVE,0.9961382746696472
Transfer is fine but airtime topup is completely broken right now.,3,2026-02-17,CBE,Google Play,NEGATIVE,0.9915052056312561
The user interface is confusing. It takes too many steps to send money.,2,2026-03-10,CBE,Google Play,NEGATIVE,0.999772846698761
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-05-05,CBE,Google Play,NEGATIVE,0.9961382746696472
Fantastic banking experience. Transactions are instant and reliable.,5,2026-05-04,CBE,Google Play,POSITIVE,0.9998776912689209
The user interface is confusing. It takes too many steps to send money.,2,2026-03-27,CBE,Google Play,NEGATIVE,0.999772846698761
App keeps crashing after the latest update. Very frustrating.,1,2026-03-23,CBE,Google Play,NEGATIVE,0.9988941550254822
Very slow authentication process. Fix the login screen loop.,1,2026-01-24,CBE,Google Play,NEGATIVE,0.9994550347328186
App keeps crashing after the latest update. Very frustrating.,1,2026-02-25,CBE,Google Play,NEGATIVE,0.9988941550254822
Worst app ever. OTP code takes forever to arrive on my phone.,1,2026-03-20,CBE,Google Play,NEGATIVE,0.9997976422309875
Love the new UI updates. Everything is seamless and responsive.,5,2026-04-04,CBE,Google Play,POSITIVE,0.9998515844345093
Easy to send money to other banks. Good work on the features.,4,2026-02-09,CBE,Google Play,POSITIVE,0.9997137188911438
Very slow authentication process. Fix the login screen loop.,1,2026-02-11,CBE,Google Play,NEGATIVE,0.9994550347328186
App features are okay but the notifications lag behind considerably.,2,2026-03-31,CBE,Google Play,NEGATIVE,0.9940475225448608
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-01-20,CBE,Google Play,NEGATIVE,0.9961382746696472
Decent app but needs a dark mode option and a better dashboard layout.,3,2026-01-17,CBE,Google Play,NEGATIVE,0.9961382746696472
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-01-05,CBE,Google Play,POSITIVE,0.9994304776191711
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-05-03,CBE,Google Play,NEGATIVE,0.9984906911849976
The system is down completely when I try to pay at a merchant counter.,1,2026-01-23,CBE,Google Play,NEGATIVE,0.9997826218605042
Service is acceptable but transaction fees are getting too high.,3,2026-02-03,CBE,Google Play,NEGATIVE,0.9991235136985779
App keeps crashing after the latest update. Very frustrating.,1,2026-03-03,CBE,Google Play,NEGATIVE,0.9988941550254822
Love the new UI updates. Everything is seamless and responsive.,5,2026-03-14,CBE,Google Play,POSITIVE,0.9998515844345093
"Good app, transfer speed is much faster now after the recent update.",4,2026-01-09,CBE,Google Play,POSITIVE,0.9989547729492188
Very slow authentication process. Fix the login screen loop.,1,2026-03-01,CBE,Google Play,NEGATIVE,0.9994550347328186
Works smoothly on my phone. Fingerprint login is a great addition.,4,2026-01-27,CBE,Google Play,POSITIVE,0.9994304776191711
Super fast transaction processing. Saved me a lot of time.,5,2026-03-09,CBE,Google Play,POSITIVE,0.9696264863014221
It is okay but Telebirr is much faster than this app interface.,3,2026-03-08,CBE,Google Play,POSITIVE,0.9967328310012817
"Good app, transfer speed is much faster now after the recent update.",4,2026-03-25,CBE,Google Play,POSITIVE,0.9989547729492188
App keeps crashing after the latest update. Very frustrating.,1,2026-02-12,CBE,Google Play,NEGATIVE,0.9988941550254822
Fantastic banking experience. Transactions are instant and reliable.,5,2026-03-13,CBE,Google Play,POSITIVE,0.9998776912689209
Easy to send money to other banks. Good work on the features.,4,2026-03-05,CBE,Google Play,POSITIVE,0.9997137188911438
It is okay but Telebirr is much faster than this app interface.,3,2026-01-27,CBE,Google Play,POSITIVE,0.9967328310012817
The system is down completely when I try to pay at a merchant counter.,1,2026-03-13,CBE,Google Play,NEGATIVE,0.9997826218605042
The mobile app transfers fail often. Customer service doesn't help.,2,2026-01-08,CBE,Google Play,NEGATIVE,0.9989086389541626
"It works sometimes, but mostly gives a connection timeout error.",2,2026-03-06,CBE,Google Play,NEGATIVE,0.9973056316375732
Reliable app for daily banking transactions. Recommended.,4,2026-04-01,CBE,Google Play,POSITIVE,0.9996591806411743
Easy to send money to other banks. Good work on the features.,4,2026-03-14,CBE,Google Play,POSITIVE,0.9997137188911438
Unable to transfer money. It says transaction failed but takes my balance.,1,2026-02-17,CBE,Google Play,NEGATIVE,0.9984906911849976
Highly secure and extremely user friendly interface. Perfect job.,5,2026-01-27,CBE,Google Play,POSITIVE,0.9997780919075012
"It works sometimes, but mostly gives a connection timeout error.",2,2026-02-02,CBE,Google Play,NEGATIVE,0.9973056316375732
Super fast transaction processing. Saved me a lot of time.,5,2026-02-20,CBE,Google Play,POSITIVE,0.9696264863014221
App keeps crashing after the latest update. Very frustrating.,1,2026-04-20,CBE,Google Play,NEGATIVE,0.9988941550254822
Easy to send money to other banks. Good work on the features.,4,2026-03-31,CBE,Google Play,POSITIVE,0.9997137188911438
Highly secure and extremely user friendly interface. Perfect job.,5,2026-01-27,CBE,Google Play,POSITIVE,0.9997780919075012
Highly secure and extremely user friendly interface. Perfect job.,5,2026-04-10,CBE,Google Play,POSITIVE,0.9997780919075012
